Molecule ChEMBL ID;Molecule Name;Molecule Max Phase;Molecular Weight;#RO5 Violations;AlogP;Compound Key;SMILES;Standard Type;Standard Relation;Standard Value;Standard Units;pChEMBL Value;Data Validity Comment;Comment;Uo Units;Ligand Efficiency BEI;Ligand Efficiency LE;Ligand Efficiency LLE;Ligand Efficiency SEI;Potential Duplicate;Assay ChEMBL ID;Assay Description;Assay Type;BAO Format ID;BAO Label;Assay Organism;Assay Tissue ChEMBL ID;Assay Tissue Name;Assay Cell Type;Assay Subcellular Fraction;Assay Parameters;Assay Variant Accession;Assay Variant Mutation;Target ChEMBL ID;Target Name;Target Organism;Target Type;Document ChEMBL ID;Source ID;Source Description;Document Journal;Document Year;Cell ChEMBL ID;Properties;Action Type
CHEMBL151763;;None;250.34;0;2.76;Rivastigmine;CCN(C)C(=O)Oc1cccc(C(C)N(C)C)c1;IC50;'=';11000.0;nM;4.96;;;UO_0000065;19.81;0.38;2.20;15.13;0;CHEMBL3383712;Inhibition of human recombinant BuChE using butyrylthiocholine iodide substrate incubated for 15 mins by spectrophotometry based Ellman's method;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL3351711;1;Scientific Literature;Bioorg Med Chem;2014;None;;
CHEMBL4854460;;None;412.56;0;4.43;50;O=S(=O)(c1ccccc1)n1ccc2c(OCCNCC3CCCCC3)cccc21;IC50;'=';551.1;nM;6.26;;;UO_0000065;15.17;0.29;1.83;10.37;0;CHEMBL4831104;Inhibition of BuChE in human plasma using BTC as substrate preincubated with enzyme for 5 mins followed by substrate addition for 5 mins by Ellman's method;B;BAO_0000366;cell-free format;Homo sapiens;None;Plasma;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL4828761;1;Scientific Literature;Eur J Med Chem;2021;None;TIME = 0.1667 hr;INHIBITOR
CHEMBL4845699;;None;515.68;1;4.05;62;CC(C)(C)OC(=O)N1CCCC(CNCCOc2cccc3c2CCN3S(=O)(=O)c2ccccc2)C1;IC50;'=';1360.0;nM;5.87;;;UO_0000065;11.38;0.22;1.82;6.65;0;CHEMBL4831104;Inhibition of BuChE in human plasma using BTC as substrate preincubated with enzyme for 5 mins followed by substrate addition for 5 mins by Ellman's method;B;BAO_0000366;cell-free format;Homo sapiens;None;Plasma;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL4828761;1;Scientific Literature;Eur J Med Chem;2021;None;TIME = 0.1667 hr;INHIBITOR
CHEMBL308043;;None;289.38;0;2.12;Figure 13, line 4;CN(C)C(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C;IC50;'=';420.0;nM;6.38;;;UO_0000065;22.04;0.41;4.26;17.70;1;CHEMBL884137;Inhibitory activity against Butyrylcholinesterase in plasma;B;BAO_0000366;cell-free format;Homo sapiens;CHEMBL3559721;Plasma;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL1124889;1;Scientific Literature;J Med Chem;1990;None;;
CHEMBL4862716;;None;556.18;2;6.73;10;CC1=CC2Cc3nc4cc(Cl)ccc4c(NCCCCCCCCCNS(=O)(=O)c4cn[nH]c4)c3C(C1)C2;IC50;'=';50.3;nM;7.30;;;UO_0000065;13.12;0.26;0.57;7.32;0;CHEMBL4844260;Inhibition of human serum BChE using butyrylthiocholine iodide as a substrate preincubated for 20 mins followed by substrate addition by spectrophotometric analysis;B;BAO_0000366;cell-free format;Homo sapiens;None;Serum;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL4842362;1;Scientific Literature;Eur J Med Chem;2021;None;TIME = 0.3333 hr;INHIBITOR
CHEMBL4859103;;None;562.15;2;7.87;11;CC1=CC2Cc3nc4cc(Cl)ccc4c(NCCCCCCCCCNC(=O)c4cc(O)cc(O)c4)c3C(C1)C2;IC50;'=';43.0;nM;7.37;;;UO_0000065;13.10;0.25;-0.50;7.80;0;CHEMBL4844260;Inhibition of human serum BChE using butyrylthiocholine iodide as a substrate preincubated for 20 mins followed by substrate addition by spectrophotometric analysis;B;BAO_0000366;cell-free format;Homo sapiens;None;Serum;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL4842362;1;Scientific Literature;Eur J Med Chem;2021;None;TIME = 0.3333 hr;INHIBITOR
CHEMBL3828054;;None;538.60;2;5.51;18;O=C(NCCCCCc1ccccc1)Oc1ccc(Cn2cc(COc3ccc4ccc(=O)oc4c3)nn2)cc1;IC50;'=';1.17;nM;8.93;;;UO_0000065;16.58;0.30;3.42;8.23;0;CHEMBL3829833;Inhibition of human serum BuChE using butyrylthiocholine iodide as substrate preincubated for 15 mins followed by substrate addition by Ellman's method;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL3826877;1;Scientific Literature;J Med Chem;2016;None;;
CHEMBL3828028;;None;445.40;0;3.61;3h;CCCCCCCC1OCc2c[n+](C)c(C)c(OC(=O)N(C)C)c2CO1.[Br-];IC50;'=';8100.0;nM;5.09;;;UO_0000065;13.93;0.27;1.48;9.81;0;CHEMBL3830393;Inhibition of human plasma BChE assessed as butyrylthiocholine hydrolysis preincubated for 10 mins followed by addition of substrate measured after 2 mins by spectrophotometric method;B;BAO_0000366;cell-free format;Homo sapiens;CHEMBL3559721;Plasma;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL3826971;1;Scientific Literature;Bioorg Med Chem Lett;2016;None;;
CHEMBL3827011;;None;459.43;0;4.00;3i;CCCCCCCCC1OCc2c[n+](C)c(C)c(OC(=O)N(C)C)c2CO1.[Br-];IC50;'=';2000.0;nM;5.70;;;UO_0000065;15.02;0.29;1.70;10.98;0;CHEMBL3830393;Inhibition of human plasma BChE assessed as butyrylthiocholine hydrolysis preincubated for 10 mins followed by addition of substrate measured after 2 mins by spectrophotometric method;B;BAO_0000366;cell-free format;Homo sapiens;CHEMBL3559721;Plasma;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL3826971;1;Scientific Literature;Bioorg Med Chem Lett;2016;None;;
CHEMBL99414;;None;261.32;0;1.75;(+)11 (+)-N(8)-norphysostigmine;CNC(=O)Oc1ccc2c(c1)[C@@]1(C)CCN(C)C1N2;IC50;'=';1120.5;nM;5.95;;;UO_0000065;22.77;0.43;4.20;11.10;0;CHEMBL876073;Inhibition of human Butyrylcholinesterase;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL1130392;1;Scientific Literature;J Med Chem;1997;None;;
CHEMBL3828739;;None;375.26;0;1.66;3c;Cc1c(OC(=O)N(C)C)c2c(c[n+]1C)COC(C)(C)OC2.[Br-];IC50;'=';1190000.0;nM;;Outside typical range;;UO_0000065;;;;;0;CHEMBL3830393;Inhibition of human plasma BChE assessed as butyrylthiocholine hydrolysis preincubated for 10 mins followed by addition of substrate measured after 2 mins by spectrophotometric method;B;BAO_0000366;cell-free format;Homo sapiens;CHEMBL3559721;Plasma;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL3826971;1;Scientific Literature;Bioorg Med Chem Lett;2016;None;;
CHEMBL3289929;;None;438.56;1;6.13;6;CCOC(OCC)c1ccc(/C=C/C(=O)/C=C/c2ccc(C(OCC)OCC)cc2)cc1;IC50;'=';88930.0;nM;4.05;;;UO_0000065;9.24;0.17;-2.08;7.50;0;CHEMBL3291995;Inhibition of BuChE (unknown origin) after 5 mins by Ellman's method;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL3286139;1;Scientific Literature;Eur J Med Chem;2014;None;;
CHEMBL3289942;;None;322.36;0;3.87;19;CN(C)c1ccc(/C=C2\CCc3ccccc3C2=O)c([N+](=O)[O-])c1;IC50;'>';100000.0;nM;;;;UO_0000065;;;;;0;CHEMBL3291995;Inhibition of BuChE (unknown origin) after 5 mins by Ellman's method;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL3286139;1;Scientific Literature;Eur J Med Chem;2014;None;;
CHEMBL3290188;;None;414.55;0;4.95;22;O=C1/C(=C\c2ccc(N3CCCC3)cc2)COC/C1=C\c1ccc(N2CCCC2)cc1;IC50;'>';100000.0;nM;;;;UO_0000065;;;;;0;CHEMBL3291995;Inhibition of BuChE (unknown origin) after 5 mins by Ellman's method;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL3286139;1;Scientific Literature;Eur J Med Chem;2014;None;;
CHEMBL3290190;;None;427.59;0;4.87;24;CN1C/C(=C/c2ccc(N3CCCC3)cc2)C(=O)/C(=C/c2ccc(N3CCCC3)cc2)C1;IC50;'=';66750.0;nM;4.18;;;UO_0000065;9.77;0.18;-0.69;15.59;0;CHEMBL3291995;Inhibition of BuChE (unknown origin) after 5 mins by Ellman's method;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL3286139;1;Scientific Literature;Eur J Med Chem;2014;None;;
CHEMBL3290193;;None;398.55;1;5.72;27;O=C1/C(=C/c2ccc(N3CCCC3)cc2)CC/C1=C\c1ccc(N2CCCC2)cc1;IC50;'>';100000.0;nM;;;;UO_0000065;;;;;0;CHEMBL3291995;Inhibition of BuChE (unknown origin) after 5 mins by Ellman's method;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL3286139;1;Scientific Literature;Eur J Med Chem;2014;None;;
CHEMBL218940;;None;393.49;0;3.95;10;CCOC(=O)C1=C(C)Nc2nc3c(c(N)c2C1c1cccc(OC)c1)CCCC3;IC50;'>';100000.0;nM;;;;UO_0000065;;;;;1;CHEMBL913363;Inhibition of human serum BuChE;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL1138213;1;Scientific Literature;J Med Chem;2006;None;;
CHEMBL385778;;None;227.29;0;2.16;4b;COc1ccc2c(c1)c1cc[n+](C)cc1n2C;IC50;'=';20900.0;nM;4.68;;;UO_0000065;20.59;0.38;2.52;25.94;0;CHEMBL911303;Inhibition of BChE;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL1139709;1;Scientific Literature;Bioorg Med Chem Lett;2006;None;;
CHEMBL266084;;None;202.26;0;1.82;2a;COc1ccc2[nH]c3c(c2c1)CCNC3;IC50;'>';10000.0;nM;;;;UO_0000065;;;;;0;CHEMBL911303;Inhibition of BChE;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL1139709;1;Scientific Literature;Bioorg Med Chem Lett;2006;None;;
CHEMBL224051;;None;524.75;2;7.88;9;O=C(CCc1c[nH]c2ccccc12)NCCCCCCCCCCNc1c2c(nc3ccccc13)CCCC2;IC50;'=';54.0;nM;7.27;;;UO_0000065;13.85;0.25;-0.61;10.41;0;CHEMBL914527;Inhibition of human serum BChE;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL1139473;1;Scientific Literature;J Med Chem;2005;None;;
CHEMBL225567;;None;503.09;2;6.97;5;O=C(CCc1c[nH]c2ccccc12)NCCCCCCNc1c2c(nc3cc(Cl)ccc13)CCCC2;IC50;'=';2.9;nM;8.54;;;UO_0000065;16.97;0.32;1.57;12.23;0;CHEMBL914527;Inhibition of human serum BChE;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL1139473;1;Scientific Literature;J Med Chem;2005;None;;
CHEMBL8706;CLORGILINE;-1.0;272.18;0;3.33;Clorgyline;C#CCN(C)CCCOc1ccc(Cl)cc1Cl;IC50;;;;;;Not Determined;;;;;;0;CHEMBL3588485;Inhibition of human serum BuChE by spectrophotometric Ellman's method;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL3585305;1;Scientific Literature;J Med Chem;2015;None;;
CHEMBL673;PARGYLINE;4.0;159.23;0;1.75;Pargyline;C#CCN(C)Cc1ccccc1;IC50;;;;;;Not Determined;;;;;;0;CHEMBL3588485;Inhibition of human serum BuChE by spectrophotometric Ellman's method;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL3585305;1;Scientific Literature;J Med Chem;2015;None;;
CHEMBL4073501;;None;496.49;0;2.89;D9;CC1(C)CNC2=C([N+](=O)[O-])C3(C(C#N)=C(N)N2C1)c1ccccc1-c1nc2ccc([N+](=O)[O-])cc2nc13;IC50;'=';10100.0;nM;5.00;;;UO_0000065;10.06;0.18;2.11;2.82;0;CHEMBL4010821;Inhibition of butyrylcholinesterase (unknown origin) using acetylthiocholine as substrate preincubated for 20 mins followed by substrate addition by Ellmans method;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL4007475;1;Scientific Literature;Bioorg Med Chem;2017;None;;
CHEMBL4060800;;None;608.62;2;5.25;D12;N#CC1=C(N)N(Cc2ccccc2)C(NCc2ccccc2)=C([N+](=O)[O-])C12c1ccccc1-c1nc3ccc([N+](=O)[O-])cc3nc12;IC50;'=';9100.0;nM;5.04;;;UO_0000065;8.28;0.15;-0.21;2.85;0;CHEMBL4010821;Inhibition of butyrylcholinesterase (unknown origin) using acetylthiocholine as substrate preincubated for 20 mins followed by substrate addition by Ellmans method;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL4007475;1;Scientific Literature;Bioorg Med Chem;2017;None;;
CHEMBL308043;;None;289.38;0;2.12;Figure 13, line 4;CN(C)C(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C;IC50;'=';3000.0;nM;5.52;;;UO_0000065;19.09;0.36;3.40;15.33;0;CHEMBL654886;Inhibitory activity against Butyrylcholinesterase in cortex;B;BAO_0000221;tissue-based format;Homo sapiens;CHEMBL3638219;Cortex;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL1124889;1;Scientific Literature;J Med Chem;1990;None;;
CHEMBL3823464;;None;389.54;0;4.44;4d;Cc1cccc(CN2CCC(CC(=O)NCCc3c[nH]c4ccccc34)CC2)c1;IC50;'=';850.0;nM;6.07;;;UO_0000065;15.58;0.29;1.63;12.61;0;CHEMBL3826565;Inhibition of human serum BCHE preincubated for 6 mins followed by addition of S-butyrylcholine iodide as substrate by Ellman's method;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL3822387;1;Scientific Literature;Bioorg Med Chem;2016;None;;
CHEMBL4587421;;None;491.59;1;6.85;2;COc1ccc(-c2oc3ccccc3c2C(=O)c2ccc(OCCN(C)Cc3ccccc3)cc2)cc1;IC50;'=';14000.0;nM;4.85;;;UO_0000065;9.87;0.18;-2.00;9.35;0;CHEMBL4365101;Inhibition of human recombinant BuChE using butyrylthiocholine iodide as substrate preincubated for 20 mins followed by substrate addition by Ellman's spectrophotometric method;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL4364258;1;Scientific Literature;Eur J Med Chem;2019;None;;
CHEMBL4471684;;None;441.57;1;7.72;18;CCCCCCCNc1ccc(C(=O)c2c(-c3ccc(OC)cc3)oc3ccccc23)cc1;IC50;;;;;;Not Determined;;;;;;0;CHEMBL4365101;Inhibition of human recombinant BuChE using butyrylthiocholine iodide as substrate preincubated for 20 mins followed by substrate addition by Ellman's spectrophotometric method;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL4364258;1;Scientific Literature;Eur J Med Chem;2019;None;;
CHEMBL502;DONEPEZIL;4.0;379.50;0;4.36;Donepezil;COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2;IC50;'=';15240.0;nM;4.82;;;UO_0000065;12.69;0.23;0.46;12.42;1;CHEMBL2415266;Inhibition of human serum BChE using butyrylthiocholine iodide as substrate preincubated for 20 mins prior to substrate addition by Ellman's method;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL2413015;1;Scientific Literature;Bioorg Med Chem;2013;None;;
CHEMBL2414858;;None;272.26;0;1.65;4Ape;O=C(N/N=C/c1ccc(O)cc1O)Nc1ccncc1;IC50;'=';58250.0;nM;4.24;;;UO_0000065;15.55;0.29;2.58;3.96;0;CHEMBL2415266;Inhibition of human serum BChE using butyrylthiocholine iodide as substrate preincubated for 20 mins prior to substrate addition by Ellman's method;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL2413015;1;Scientific Literature;Bioorg Med Chem;2013;None;;
CHEMBL4585711;;None;504.63;1;4.97;4;COc1cc2c(cc1Oc1c3c(cc(OC)c1OC)CCN(C)C3)C(Cc1ccc(O)cc1)N(C)CC2;IC50;'=';68000.0;nM;4.17;;;UO_0000065;8.26;0.15;-0.80;6.55;0;CHEMBL4334129;Inhibition of human BuChE using butyrylthiocholine iodide as substrate measured for 1 min by Ellman's method;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL4330159;1;Scientific Literature;J Nat Prod;2019;None;;
CHEMBL4590539;;None;693.88;2;7.70;3;CCN(CC)Cc1cc2cc(c1O)Oc1ccc(cc1)C[C@H]1c3cc(c(OC)cc3CCN1C)Oc1c(OC)c(OC)cc3c1[C@@H](C2)N(C)CC3;IC50;'>';100000.0;nM;;;;UO_0000065;;;;;0;CHEMBL4334129;Inhibition of human BuChE using butyrylthiocholine iodide as substrate measured for 1 min by Ellman's method;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL4330159;1;Scientific Literature;J Nat Prod;2019;None;;
CHEMBL4434785;;None;412.49;0;3.12;2;COc1cc2c(cc1Oc1c3c(cc(OC)c1OC)CCN(C)C3)C(=O)N(C)CC2;IC50;;;;;;Not Determined;;;;;;0;CHEMBL4334129;Inhibition of human BuChE using butyrylthiocholine iodide as substrate measured for 1 min by Ellman's method;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL4330159;1;Scientific Literature;J Nat Prod;2019;None;;
CHEMBL3122169;;None;318.42;0;3.76;18b;CCNCc1ccc2nc(-c3cccnc3)c3c(c2c1)NCCC3;IC50;'=';2590.0;nM;5.59;;;UO_0000065;17.55;0.32;1.83;11.21;0;CHEMBL3124385;Inhibition of human serum BChE using butyrylthiocholine iodide as substrate preincubated for 20 mins followed by substrate addition measured after 5 mins by Ellman's method;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL3120164;1;Scientific Literature;Eur J Med Chem;2014;None;;
CHEMBL341658;;None;282.36;0;4.34;rac(-)26;CCC1=CC2Cc3nc4cc(F)ccc4c(N)c3C(C1)C2;IC50;'=';32.4;nM;7.49;;;UO_0000065;26.52;0.49;3.15;19.25;0;CHEMBL654885;Inhibition of butyrylcholinesterase (BChE) in human serum;B;BAO_0000366;cell-free format;None;CHEMBL3638229;Serum;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL1133449;1;Scientific Literature;J Med Chem;2000;None;;
CHEMBL4441005;;None;425.49;0;3.23;13;COc1cc(C(=O)n2nc(OCCN3CCCC3)c3ccccc32)cc(OC)c1OC;IC50;'>';10000.0;nM;;;;UO_0000065;;;;;0;CHEMBL4400975;Inhibition of human serum BChE using butyrylthiocholine as substrate by Ellman's assay;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL4400519;1;Scientific Literature;Eur J Med Chem;2019;None;;
CHEMBL106932;;None;450.52;0;4.31;18;CC(C)=NNc1cc(NCCSCc2ccc(CN(C)C)o2)c([N+](=O)[O-])cc1[N+](=O)[O-];IC50;'=';8400.0;nM;5.08;;;UO_0000065;11.27;0.22;0.77;3.65;0;CHEMBL654880;In vitro inhibition of human butryl cholinesterase.;B;BAO_0000357;single protein format;None;None;None;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL1125532;1;Scientific Literature;J Med Chem;1992;None;;
CHEMBL4575167;;None;346.40;0;4.79;26;FC(F)(F)c1ccc(/C=N/C2CCN(Cc3ccccc3)CC2)cc1;IC50;'=';3900.0;nM;5.41;;;UO_0000065;15.61;0.30;0.62;34.67;0;CHEMBL4433402;Inhibition of human serum butyrylcholinesterase using BTCI as substrate pre-incubated for 10 mins followed by substrate addition and measured for 6 mins by Ellman's method;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL4433202;1;Scientific Literature;Eur J Med Chem;2019;None;;
CHEMBL4443695;;None;316.39;0;3.72;46;Fc1ccc(CNC2CCN(Cc3ccccc3)CC2)c(F)c1;IC50;'=';3100.0;nM;5.51;;;UO_0000065;17.41;0.33;1.79;36.07;0;CHEMBL4433402;Inhibition of human serum butyrylcholinesterase using BTCI as substrate pre-incubated for 10 mins followed by substrate addition and measured for 6 mins by Ellman's method;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL4433202;1;Scientific Literature;Eur J Med Chem;2019;None;;
CHEMBL223170;;None;528.10;2;6.84;12;N#Cc1ccc2[nH]cc(CCC(=O)NCCCCCCNc3c4c(nc5cc(Cl)ccc35)CCCC4)c2c1;IC50;'=';11.7;nM;7.93;;;UO_0000065;15.02;0.29;1.09;8.47;0;CHEMBL914527;Inhibition of human serum BChE;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL1139473;1;Scientific Literature;J Med Chem;2005;None;;
CHEMBL224336;;None;497.69;1;5.47;10;CN(CCCNC(=O)CCc1c[nH]c2ccccc12)CCCNc1c2c(nc3ccccc13)CCCC2;IC50;'=';0.03;nM;10.52;;;UO_0000065;21.14;0.39;5.05;14.41;0;CHEMBL914527;Inhibition of human serum BChE;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL1139473;1;Scientific Literature;J Med Chem;2005;None;;
CHEMBL381499;;None;503.09;2;6.97;4b;O=C(CCCCCCNc1c2c(nc3cc(Cl)ccc13)CCCC2)NCCc1c[nH]c2ccccc12;IC50;'=';35.0;nM;7.46;;;UO_0000065;14.82;0.28;0.49;10.68;0;CHEMBL864029;Inhibition of human BuChE;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL1147732;1;Scientific Literature;J Med Chem;2006;None;;
CHEMBL328165;;None;482.86;0;4.42;43;CCCCC1OP(=O)(OCC2C=CC(n3cc(C)c(=O)[nH]c3=O)O2)Oc2cccc(Cl)c21;IC50;'=';13000.0;nM;4.89;;;UO_0000065;10.12;0.21;0.47;4.49;0;CHEMBL654407;Inhibitory activity towards human butyrylcholinesterase;B;BAO_0000357;single protein format;None;None;None;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL1148460;1;Scientific Literature;J Med Chem;2004;None;;
CHEMBL4782180;;None;323.36;0;2.16;39;Oc1ccccc1-c1nnc(N2CCN(c3ccccn3)CC2)o1;IC50;'=';8220.0;nM;5.08;;;UO_0000065;15.73;0.29;2.93;6.48;0;CHEMBL4668051;Inhibition of human serum BChE using butyrylthiocholine iodide as substrate preincubated for 10 mins followed by substrate addition by Ellman's method;B;BAO_0000366;cell-free format;Homo sapiens;None;Serum;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL4665668;1;Scientific Literature;Eur J Med Chem;2019;None;TIME = 0.1667 hr;INHIBITOR
CHEMBL237667;;None;524.79;2;6.05;9h;C[C@@H]([C@H]1[C@H](O)C[C@@]2(C)[C@@H]3CC[C@@H]4C(=CC[C@@H]5N=C(C6CCCCC6)OC[C@]54C)C[C@H]3C(=O)C[C@]12C)N(C)C;IC50;'=';375.0;nM;6.43;;;UO_0000065;12.24;0.23;0.38;10.34;0;CHEMBL900442;Inhibition of human serum BuChE by Ellman's method;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL1137550;1;Scientific Literature;J Med Chem;2007;None;;
CHEMBL240472;;None;512.78;2;5.91;9f;CCC(CC)C1=N[C@H]2CC=C3C[C@H]4C(=O)C[C@]5(C)[C@@H]([C@H](C)N(C)C)[C@H](O)C[C@@]5(C)[C@@H]4CC[C@H]3[C@]2(C)CO1;IC50;'=';1535.0;nM;5.81;;;UO_0000065;11.34;0.21;-0.10;9.36;0;CHEMBL900442;Inhibition of human serum BuChE by Ellman's method;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL1137550;1;Scientific Literature;J Med Chem;2007;None;;
