Molecule ChEMBL ID;Molecule Name;Molecule Max Phase;Molecular Weight;#RO5 Violations;AlogP;Compound Key;SMILES;Standard Type;Standard Relation;Standard Value;Standard Units;pChEMBL Value;Data Validity Comment;Comment;Uo Units;Ligand Efficiency BEI;Ligand Efficiency LE;Ligand Efficiency LLE;Ligand Efficiency SEI;Potential Duplicate;Assay ChEMBL ID;Assay Description;Assay Type;BAO Format ID;BAO Label;Assay Organism;Assay Tissue ChEMBL ID;Assay Tissue Name;Assay Cell Type;Assay Subcellular Fraction;Assay Parameters;Assay Variant Accession;Assay Variant Mutation;Target ChEMBL ID;Target Name;Target Organism;Target Type;Document ChEMBL ID;Source ID;Source Description;Document Journal;Document Year;Cell ChEMBL ID;Properties
CHEMBL4785525;;0;512.52;1;2.68;12;O=C(Nc1c[nH]nc1C(=O)Nc1ccc(N2CCC(F)(F)C2)nc1)c1cncc(OC2CCNCC2)c1;EC50;'=';10.0;nM;8.00;;;UO_0000065;15.61;0.30;5.32;5.83;0;CHEMBL4739817;Inhibition of recombinant DYRK1A (unknown origin) using Ser/Thr 18 peptide as substrate incubated for 1 hr in presence of ATP by FRET assay;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL2292;Dual-specificity tyrosine-phosphorylation regulated kinase 1A;Homo sapiens;SINGLE PROTEIN;CHEMBL4739717;38;Patent Bioactivity Data;;;None;TIME = 1.0 hr
CHEMBL4747452;;0;294.36;0;1.87;36;Cc1n[nH]c2ccc(-c3cncc(N4CC(C)(N)C4)n3)cc12;EC50;'=';63.0;nM;7.20;;;UO_0000065;24.46;0.45;5.33;8.60;0;CHEMBL4739817;Inhibition of recombinant DYRK1A (unknown origin) using Ser/Thr 18 peptide as substrate incubated for 1 hr in presence of ATP by FRET assay;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL2292;Dual-specificity tyrosine-phosphorylation regulated kinase 1A;Homo sapiens;SINGLE PROTEIN;CHEMBL4739717;38;Patent Bioactivity Data;;;None;TIME = 1.0 hr
CHEMBL4755807;;0;308.39;0;2.49;41;Cc1n[nH]c2ccc(-c3cncc(NC4CCNCC4)n3)cc12;EC50;'=';9.0;nM;8.05;;;UO_0000065;26.09;0.48;5.56;10.25;0;CHEMBL4739817;Inhibition of recombinant DYRK1A (unknown origin) using Ser/Thr 18 peptide as substrate incubated for 1 hr in presence of ATP by FRET assay;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL2292;Dual-specificity tyrosine-phosphorylation regulated kinase 1A;Homo sapiens;SINGLE PROTEIN;CHEMBL4739717;38;Patent Bioactivity Data;;;None;TIME = 1.0 hr
CHEMBL4785637;;0;345.35;0;2.55;46;Cc1n[nH]c2cc(F)c(-c3cncc(O[C@H]4CCNC[C@@H]4F)n3)cc12;EC50;'=';6.0;nM;8.22;;;UO_0000065;23.81;0.45;5.67;10.86;0;CHEMBL4739817;Inhibition of recombinant DYRK1A (unknown origin) using Ser/Thr 18 peptide as substrate incubated for 1 hr in presence of ATP by FRET assay;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL2292;Dual-specificity tyrosine-phosphorylation regulated kinase 1A;Homo sapiens;SINGLE PROTEIN;CHEMBL4739717;38;Patent Bioactivity Data;;;None;TIME = 1.0 hr
CHEMBL4794100;;0;427.43;0;4.36;51;Cc1n[nH]c2ccc(-c3cncc(N[C@H](CO)Cc4cccc(C(F)(F)F)c4)n3)cc12;EC50;'=';45.0;nM;7.35;;;UO_0000065;17.19;0.32;2.99;8.47;0;CHEMBL4739817;Inhibition of recombinant DYRK1A (unknown origin) using Ser/Thr 18 peptide as substrate incubated for 1 hr in presence of ATP by FRET assay;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL2292;Dual-specificity tyrosine-phosphorylation regulated kinase 1A;Homo sapiens;SINGLE PROTEIN;CHEMBL4739717;38;Patent Bioactivity Data;;;None;TIME = 1.0 hr
CHEMBL4779515;;0;464.48;0;4.12;72;COc1ccc(NC(=O)c2n[nH]c3ccc(-c4cncc(CN5CCC(F)(F)C5)c4)cc23)cn1;EC50;'=';2.0;nM;8.70;;;UO_0000065;18.73;0.35;4.58;9.06;0;CHEMBL4739817;Inhibition of recombinant DYRK1A (unknown origin) using Ser/Thr 18 peptide as substrate incubated for 1 hr in presence of ATP by FRET assay;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL2292;Dual-specificity tyrosine-phosphorylation regulated kinase 1A;Homo sapiens;SINGLE PROTEIN;CHEMBL4739717;38;Patent Bioactivity Data;;;None;TIME = 1.0 hr
CHEMBL4754606;;0;426.52;0;4.57;78;Cc1ccc(NC(=O)c2n[nH]c3ccc(-c4cncc(CN5CCCCC5)c4)cc23)cn1;EC50;'=';1.0;nM;9.00;;;UO_0000065;21.10;0.38;4.43;10.37;0;CHEMBL4739817;Inhibition of recombinant DYRK1A (unknown origin) using Ser/Thr 18 peptide as substrate incubated for 1 hr in presence of ATP by FRET assay;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL2292;Dual-specificity tyrosine-phosphorylation regulated kinase 1A;Homo sapiens;SINGLE PROTEIN;CHEMBL4739717;38;Patent Bioactivity Data;;;None;TIME = 1.0 hr
CHEMBL4779592;;0;455.52;0;3.36;87;NC(=O)c1ccc(NC(=O)c2n[nH]c3ccc(-c4cncc(CN5CCCCC5)c4)cc23)cn1;EC50;'=';1.0;nM;9.00;;;UO_0000065;19.76;0.36;5.64;6.93;0;CHEMBL4739817;Inhibition of recombinant DYRK1A (unknown origin) using Ser/Thr 18 peptide as substrate incubated for 1 hr in presence of ATP by FRET assay;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL2292;Dual-specificity tyrosine-phosphorylation regulated kinase 1A;Homo sapiens;SINGLE PROTEIN;CHEMBL4739717;38;Patent Bioactivity Data;;;None;TIME = 1.0 hr
CHEMBL4752625;;0;509.61;1;4.49;88;O=C(Nc1ccc(C(=O)N2CCCC2)nc1)c1n[nH]c2ccc(-c3cncc(CN4CCCCC4)c3)cc12;EC50;'=';1.0;nM;9.00;;;UO_0000065;17.66;0.32;4.51;8.40;0;CHEMBL4739817;Inhibition of recombinant DYRK1A (unknown origin) using Ser/Thr 18 peptide as substrate incubated for 1 hr in presence of ATP by FRET assay;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL2292;Dual-specificity tyrosine-phosphorylation regulated kinase 1A;Homo sapiens;SINGLE PROTEIN;CHEMBL4739717;38;Patent Bioactivity Data;;;None;TIME = 1.0 hr
CHEMBL4782319;;0;527.63;1;3.05;90;O=C(Nc1ccc(N2CC(CO)(CO)C2)nc1)c1n[nH]c2ccc(-c3cncc(CN4CCCCC4)c3)cc12;EC50;'=';2.0;nM;8.70;;;UO_0000065;16.49;0.30;5.65;6.67;0;CHEMBL4739817;Inhibition of recombinant DYRK1A (unknown origin) using Ser/Thr 18 peptide as substrate incubated for 1 hr in presence of ATP by FRET assay;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL2292;Dual-specificity tyrosine-phosphorylation regulated kinase 1A;Homo sapiens;SINGLE PROTEIN;CHEMBL4739717;38;Patent Bioactivity Data;;;None;TIME = 1.0 hr
CHEMBL4756030;;0;511.63;1;4.22;91;O=C(Nc1ccc(N2CCC(O)CC2)nc1)c1n[nH]c2ccc(-c3cncc(CN4CCCCC4)c3)cc12;EC50;'=';1.0;nM;9.00;;;UO_0000065;17.59;0.32;4.78;8.16;0;CHEMBL4739817;Inhibition of recombinant DYRK1A (unknown origin) using Ser/Thr 18 peptide as substrate incubated for 1 hr in presence of ATP by FRET assay;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL2292;Dual-specificity tyrosine-phosphorylation regulated kinase 1A;Homo sapiens;SINGLE PROTEIN;CHEMBL4739717;38;Patent Bioactivity Data;;;None;TIME = 1.0 hr
CHEMBL4747741;;0;427.51;0;4.04;99;O=C(Nc1cnccn1)c1n[nH]c2ccc(-c3cncc(CN4CCCCCC4)c3)cc12;EC50;'=';2.0;nM;8.70;;;UO_0000065;20.35;0.37;4.66;8.73;0;CHEMBL4739817;Inhibition of recombinant DYRK1A (unknown origin) using Ser/Thr 18 peptide as substrate incubated for 1 hr in presence of ATP by FRET assay;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL2292;Dual-specificity tyrosine-phosphorylation regulated kinase 1A;Homo sapiens;SINGLE PROTEIN;CHEMBL4739717;38;Patent Bioactivity Data;;;None;TIME = 1.0 hr
CHEMBL4743194;;0;484.56;0;4.03;102;CC(C)Oc1ccc(NC(=O)c2n[nH]c3ccc(-c4cncc(CN5CC6CC(C5)O6)c4)cc23)cn1;EC50;'=';4.0;nM;8.40;;;UO_0000065;17.33;0.32;4.37;7.98;0;CHEMBL4739817;Inhibition of recombinant DYRK1A (unknown origin) using Ser/Thr 18 peptide as substrate incubated for 1 hr in presence of ATP by FRET assay;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL2292;Dual-specificity tyrosine-phosphorylation regulated kinase 1A;Homo sapiens;SINGLE PROTEIN;CHEMBL4739717;38;Patent Bioactivity Data;;;None;TIME = 1.0 hr
CHEMBL4744357;;0;426.52;0;4.61;113;O=C(Nc1ccc(CN2CCCC2)cc1)c1n[nH]c2ccc(-c3cnn(C4CC4)c3)cc12;EC50;'=';4.0;nM;8.40;;;UO_0000065;19.69;0.36;3.79;10.65;0;CHEMBL4739817;Inhibition of recombinant DYRK1A (unknown origin) using Ser/Thr 18 peptide as substrate incubated for 1 hr in presence of ATP by FRET assay;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL2292;Dual-specificity tyrosine-phosphorylation regulated kinase 1A;Homo sapiens;SINGLE PROTEIN;CHEMBL4739717;38;Patent Bioactivity Data;;;None;TIME = 1.0 hr
CHEMBL4778616;;0;407.41;0;4.76;119;Fc1cccc(-c2cncc3[nH]c(-c4n[nH]c5ncc(-c6cccnc6)cc45)nc23)c1;EC50;'=';12.0;nM;7.92;;;UO_0000065;19.44;0.35;3.16;8.25;0;CHEMBL4739817;Inhibition of recombinant DYRK1A (unknown origin) using Ser/Thr 18 peptide as substrate incubated for 1 hr in presence of ATP by FRET assay;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL2292;Dual-specificity tyrosine-phosphorylation regulated kinase 1A;Homo sapiens;SINGLE PROTEIN;CHEMBL4739717;38;Patent Bioactivity Data;;;None;TIME = 1.0 hr
CHEMBL4783783;;0;450.48;0;4.83;132;CN(C)c1cncc(-c2ccc3[nH]nc(-c4nc5c(-c6cccc(F)c6)cncc5[nH]4)c3n2)c1;EC50;'=';25.0;nM;7.60;;;UO_0000065;16.88;0.31;2.77;7.66;0;CHEMBL4739817;Inhibition of recombinant DYRK1A (unknown origin) using Ser/Thr 18 peptide as substrate incubated for 1 hr in presence of ATP by FRET assay;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL2292;Dual-specificity tyrosine-phosphorylation regulated kinase 1A;Homo sapiens;SINGLE PROTEIN;CHEMBL4739717;38;Patent Bioactivity Data;;;None;TIME = 1.0 hr
CHEMBL4777958;;0;423.41;0;4.47;146;Oc1cncc(-c2ccc3[nH]nc(-c4nc5c(-c6cccc(F)c6)ccnc5[nH]4)c3n2)c1;EC50;'=';43.0;nM;7.37;;;UO_0000065;17.40;0.31;2.90;6.34;0;CHEMBL4739817;Inhibition of recombinant DYRK1A (unknown origin) using Ser/Thr 18 peptide as substrate incubated for 1 hr in presence of ATP by FRET assay;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL2292;Dual-specificity tyrosine-phosphorylation regulated kinase 1A;Homo sapiens;SINGLE PROTEIN;CHEMBL4739717;38;Patent Bioactivity Data;;;None;TIME = 1.0 hr
CHEMBL4755870;;0;494.53;0;4.70;151;CN(C)CCOc1cncc(-c2cnc3[nH]nc(-c4nc5c(-c6cccc(F)c6)nccc5[nH]4)c3c2)c1;EC50;'=';5.0;nM;8.30;;;UO_0000065;16.79;0.31;3.60;7.65;0;CHEMBL4739817;Inhibition of recombinant DYRK1A (unknown origin) using Ser/Thr 18 peptide as substrate incubated for 1 hr in presence of ATP by FRET assay;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL2292;Dual-specificity tyrosine-phosphorylation regulated kinase 1A;Homo sapiens;SINGLE PROTEIN;CHEMBL4739717;38;Patent Bioactivity Data;;;None;TIME = 1.0 hr
CHEMBL4762500;;0;410.42;0;4.10;156;Cn1cc(-c2cc3c(-c4nc5c(-c6cccc(F)c6)nccc5[nH]4)n[nH]c3cn2)cn1;EC50;'=';26.0;nM;7.58;;;UO_0000065;18.48;0.33;3.49;7.51;0;CHEMBL4739817;Inhibition of recombinant DYRK1A (unknown origin) using Ser/Thr 18 peptide as substrate incubated for 1 hr in presence of ATP by FRET assay;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL2292;Dual-specificity tyrosine-phosphorylation regulated kinase 1A;Homo sapiens;SINGLE PROTEIN;CHEMBL4739717;38;Patent Bioactivity Data;;;None;TIME = 1.0 hr
CHEMBL4789284;;0;505.56;2;6.35;161;CC(C)(C)C(=O)Nc1cncc(-c2ccc3[nH]nc(-c4nc5c(-c6ccc(F)cc6)cncc5[nH]4)c3c2)c1;EC50;'=';55.0;nM;7.26;;;UO_0000065;14.36;0.26;0.91;6.47;0;CHEMBL4739817;Inhibition of recombinant DYRK1A (unknown origin) using Ser/Thr 18 peptide as substrate incubated for 1 hr in presence of ATP by FRET assay;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL2292;Dual-specificity tyrosine-phosphorylation regulated kinase 1A;Homo sapiens;SINGLE PROTEIN;CHEMBL4739717;38;Patent Bioactivity Data;;;None;TIME = 1.0 hr
CHEMBL4758175;;0;421.44;0;4.95;167;Nc1cncc(-c2ccc3[nH]nc(-c4nc5c(-c6ccccc6F)ccnc5[nH]4)c3c2)c1;EC50;'=';5.0;nM;8.30;;;UO_0000065;19.70;0.35;3.35;7.60;0;CHEMBL4739817;Inhibition of recombinant DYRK1A (unknown origin) using Ser/Thr 18 peptide as substrate incubated for 1 hr in presence of ATP by FRET assay;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL2292;Dual-specificity tyrosine-phosphorylation regulated kinase 1A;Homo sapiens;SINGLE PROTEIN;CHEMBL4739717;38;Patent Bioactivity Data;;;None;TIME = 1.0 hr
CHEMBL4747019;;0;390.41;0;4.02;182;c1cncc(-c2cc3c(-c4nc5c(-c6cccnc6)nccc5[nH]4)n[nH]c3cn2)c1;EC50;'=';29.0;nM;7.54;;;UO_0000065;19.31;0.34;3.52;6.92;0;CHEMBL4739817;Inhibition of recombinant DYRK1A (unknown origin) using Ser/Thr 18 peptide as substrate incubated for 1 hr in presence of ATP by FRET assay;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL2292;Dual-specificity tyrosine-phosphorylation regulated kinase 1A;Homo sapiens;SINGLE PROTEIN;CHEMBL4739717;38;Patent Bioactivity Data;;;None;TIME = 1.0 hr
CHEMBL4755713;;0;447.51;0;4.84;195;CC(C)Nc1cncc(-c2ccc3[nH]nc(-c4nc5c(-c6cccnc6)ccnc5[nH]4)c3n2)c1;EC50;'=';14.0;nM;7.85;;;UO_0000065;17.55;0.32;3.01;6.49;0;CHEMBL4739817;Inhibition of recombinant DYRK1A (unknown origin) using Ser/Thr 18 peptide as substrate incubated for 1 hr in presence of ATP by FRET assay;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL2292;Dual-specificity tyrosine-phosphorylation regulated kinase 1A;Homo sapiens;SINGLE PROTEIN;CHEMBL4739717;38;Patent Bioactivity Data;;;None;TIME = 1.0 hr
CHEMBL4757524;;0;462.53;1;6.04;308;CN(C)Cc1cncc(-c2ccc3[nH]nc(-c4cc5c(-c6cccc(F)c6)nccc5[nH]4)c3c2)c1;EC50;'=';93.0;nM;7.03;;;UO_0000065;15.20;0.27;0.99;9.57;0;CHEMBL4739817;Inhibition of recombinant DYRK1A (unknown origin) using Ser/Thr 18 peptide as substrate incubated for 1 hr in presence of ATP by FRET assay;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL2292;Dual-specificity tyrosine-phosphorylation regulated kinase 1A;Homo sapiens;SINGLE PROTEIN;CHEMBL4739717;38;Patent Bioactivity Data;;;None;TIME = 1.0 hr
CHEMBL4759225;;0;446.52;0;4.69;399;CN(C)Cc1cncc(-c2cc3c(-c4cc5c(-c6ccncc6)cncc5[nH]4)n[nH]c3cn2)c1;EC50;'=';20.0;nM;7.70;;;UO_0000065;17.24;0.31;3.01;7.76;0;CHEMBL4739817;Inhibition of recombinant DYRK1A (unknown origin) using Ser/Thr 18 peptide as substrate incubated for 1 hr in presence of ATP by FRET assay;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL2292;Dual-specificity tyrosine-phosphorylation regulated kinase 1A;Homo sapiens;SINGLE PROTEIN;CHEMBL4739717;38;Patent Bioactivity Data;;;None;TIME = 1.0 hr
CHEMBL4760198;;0;475.52;0;4.76;196;CCCC(=O)Nc1cncc(-c2ccc3[nH]nc(-c4nc5c(-c6ccncc6)cncc5[nH]4)c3n2)c1;EC50;'=';13.0;nM;7.89;;;UO_0000065;16.58;0.30;3.13;5.71;0;CHEMBL4739817;Inhibition of recombinant DYRK1A (unknown origin) using Ser/Thr 18 peptide as substrate incubated for 1 hr in presence of ATP by FRET assay;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL2292;Dual-specificity tyrosine-phosphorylation regulated kinase 1A;Homo sapiens;SINGLE PROTEIN;CHEMBL4739717;38;Patent Bioactivity Data;;;None;TIME = 1.0 hr
CHEMBL4778226;;0;496.58;1;5.42;264;Fc1ccc(-c2cncc3[nH]c(-c4n[nH]c5cnc(-c6cncc(CN7CCCC7)c6)cc45)nc23)s1;EC50;'=';8.0;nM;8.10;;;UO_0000065;16.31;0.31;2.68;8.16;0;CHEMBL4739817;Inhibition of recombinant DYRK1A (unknown origin) using Ser/Thr 18 peptide as substrate incubated for 1 hr in presence of ATP by FRET assay;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL2292;Dual-specificity tyrosine-phosphorylation regulated kinase 1A;Homo sapiens;SINGLE PROTEIN;CHEMBL4739717;38;Patent Bioactivity Data;;;None;TIME = 1.0 hr
CHEMBL4749868;;0;591.70;2;6.33;281;CC(C)CC(=O)Nc1cncc(-c2ccc3[nH]nc(-c4nc5c(-c6cc(F)cc(NCCN(C)C)c6)cncc5[nH]4)c3c2)c1;EC50;'=';10.0;nM;8.00;;;UO_0000065;13.52;0.25;1.67;6.27;0;CHEMBL4739817;Inhibition of recombinant DYRK1A (unknown origin) using Ser/Thr 18 peptide as substrate incubated for 1 hr in presence of ATP by FRET assay;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL2292;Dual-specificity tyrosine-phosphorylation regulated kinase 1A;Homo sapiens;SINGLE PROTEIN;CHEMBL4739717;38;Patent Bioactivity Data;;;None;TIME = 1.0 hr
CHEMBL4793420;;0;612.69;2;5.40;292;CC(C)CC(=O)Nc1cncc(-c2ccc3[nH]nc(-c4nc5c(-c6cc(F)cc(CNS(C)(=O)=O)c6)cncc5[nH]4)c3c2)c1;EC50;'=';16.0;nM;7.80;;;UO_0000065;12.72;0.24;2.40;4.92;0;CHEMBL4739817;Inhibition of recombinant DYRK1A (unknown origin) using Ser/Thr 18 peptide as substrate incubated for 1 hr in presence of ATP by FRET assay;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL2292;Dual-specificity tyrosine-phosphorylation regulated kinase 1A;Homo sapiens;SINGLE PROTEIN;CHEMBL4739717;38;Patent Bioactivity Data;;;None;TIME = 1.0 hr
CHEMBL4765221;;0;406.42;1;5.37;301;Fc1cccc(-c2nccc3[nH]c(-c4n[nH]c5ccc(-c6cccnc6)nc45)cc23)c1;EC50;'=';28.0;nM;7.55;;;UO_0000065;18.58;0.33;2.18;9.08;0;CHEMBL4739817;Inhibition of recombinant DYRK1A (unknown origin) using Ser/Thr 18 peptide as substrate incubated for 1 hr in presence of ATP by FRET assay;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL2292;Dual-specificity tyrosine-phosphorylation regulated kinase 1A;Homo sapiens;SINGLE PROTEIN;CHEMBL4739717;38;Patent Bioactivity Data;;;None;TIME = 1.0 hr
CHEMBL4797290;;0;503.59;2;6.36;312;Fc1cccc(-c2nccc3[nH]c(-c4n[nH]c5ccc(-c6cncc(CN7CCCCC7)c6)nc45)cc23)c1;EC50;'=';71.0;nM;7.15;;;UO_0000065;14.20;0.26;0.79;8.28;0;CHEMBL4739817;Inhibition of recombinant DYRK1A (unknown origin) using Ser/Thr 18 peptide as substrate incubated for 1 hr in presence of ATP by FRET assay;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL2292;Dual-specificity tyrosine-phosphorylation regulated kinase 1A;Homo sapiens;SINGLE PROTEIN;CHEMBL4739717;38;Patent Bioactivity Data;;;None;TIME = 1.0 hr
CHEMBL4792242;;0;463.52;1;5.48;335;CCNCc1cncc(-c2cc3c(-c4cc5c(-c6ccccc6F)ccnc5[nH]4)n[nH]c3cn2)c1;EC50;'=';70.0;nM;7.16;;;UO_0000065;15.44;0.28;1.67;7.52;0;CHEMBL4739817;Inhibition of recombinant DYRK1A (unknown origin) using Ser/Thr 18 peptide as substrate incubated for 1 hr in presence of ATP by FRET assay;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL2292;Dual-specificity tyrosine-phosphorylation regulated kinase 1A;Homo sapiens;SINGLE PROTEIN;CHEMBL4739717;38;Patent Bioactivity Data;;;None;TIME = 1.0 hr
CHEMBL4782086;;0;463.52;1;5.43;337;CN(C)Cc1cncc(-c2ccc3[nH]nc(-c4cc5c(-c6ccccc6F)cncc5[nH]4)c3n2)c1;EC50;'=';69.0;nM;7.16;;;UO_0000065;15.45;0.28;1.73;8.29;0;CHEMBL4739817;Inhibition of recombinant DYRK1A (unknown origin) using Ser/Thr 18 peptide as substrate incubated for 1 hr in presence of ATP by FRET assay;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL2292;Dual-specificity tyrosine-phosphorylation regulated kinase 1A;Homo sapiens;SINGLE PROTEIN;CHEMBL4739717;38;Patent Bioactivity Data;;;None;TIME = 1.0 hr
CHEMBL4750354;;0;486.54;1;5.36;394;O=C(Nc1cncc(-c2cnc3[nH]nc(-c4cc5c(-c6ccncc6)cncc5[nH]4)c3c2)c1)C1CCC1;EC50;'=';4.0;nM;8.40;;;UO_0000065;17.26;0.31;3.04;6.71;0;CHEMBL4739817;Inhibition of recombinant DYRK1A (unknown origin) using Ser/Thr 18 peptide as substrate incubated for 1 hr in presence of ATP by FRET assay;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL2292;Dual-specificity tyrosine-phosphorylation regulated kinase 1A;Homo sapiens;SINGLE PROTEIN;CHEMBL4739717;38;Patent Bioactivity Data;;;None;TIME = 1.0 hr
CHEMBL4750923;;0;389.42;0;4.63;405;c1cc(-c2ccnc3[nH]c(-c4n[nH]c5ccc(-c6cncnc6)cc45)cc23)ccn1;EC50;'=';68.0;nM;7.17;;;UO_0000065;18.41;0.33;2.54;7.46;0;CHEMBL4739817;Inhibition of recombinant DYRK1A (unknown origin) using Ser/Thr 18 peptide as substrate incubated for 1 hr in presence of ATP by FRET assay;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL2292;Dual-specificity tyrosine-phosphorylation regulated kinase 1A;Homo sapiens;SINGLE PROTEIN;CHEMBL4739717;38;Patent Bioactivity Data;;;None;TIME = 1.0 hr
CHEMBL4797292;;0;408.47;0;4.91;428;O=C(Nc1cncc(-c2ccc3[nH]nc(-c4cc5cnccc5[nH]4)c3c2)c1)C1CCC1;EC50;'=';2.0;nM;8.70;;;UO_0000065;21.30;0.38;3.79;8.76;0;CHEMBL4739817;Inhibition of recombinant DYRK1A (unknown origin) using Ser/Thr 18 peptide as substrate incubated for 1 hr in presence of ATP by FRET assay;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL2292;Dual-specificity tyrosine-phosphorylation regulated kinase 1A;Homo sapiens;SINGLE PROTEIN;CHEMBL4739717;38;Patent Bioactivity Data;;;None;TIME = 1.0 hr
CHEMBL4796832;;0;369.43;0;3.62;442;CN(C)Cc1cncc(-c2ccc3[nH]nc(-c4cc5cnccc5[nH]4)c3n2)c1;EC50;'=';13.0;nM;7.89;;;UO_0000065;21.35;0.38;4.27;9.13;0;CHEMBL4739817;Inhibition of recombinant DYRK1A (unknown origin) using Ser/Thr 18 peptide as substrate incubated for 1 hr in presence of ATP by FRET assay;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL2292;Dual-specificity tyrosine-phosphorylation regulated kinase 1A;Homo sapiens;SINGLE PROTEIN;CHEMBL4739717;38;Patent Bioactivity Data;;;None;TIME = 1.0 hr
CHEMBL4789529;;0;369.43;0;3.62;443;CN(C)Cc1cncc(-c2ccc3[nH]nc(-c4cc5cccnc5[nH]4)c3n2)c1;EC50;'=';42.0;nM;7.38;;;UO_0000065;19.97;0.36;3.76;8.54;0;CHEMBL4739817;Inhibition of recombinant DYRK1A (unknown origin) using Ser/Thr 18 peptide as substrate incubated for 1 hr in presence of ATP by FRET assay;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL2292;Dual-specificity tyrosine-phosphorylation regulated kinase 1A;Homo sapiens;SINGLE PROTEIN;CHEMBL4739717;38;Patent Bioactivity Data;;;None;TIME = 1.0 hr
CHEMBL4798097;;0;523.65;1;4.69;480;CN1CCN(c2ccnc3[nH]c(-c4n[nH]c5ccc(-c6cncc(NC(=O)CC(C)(C)C)c6)nc45)cc23)CC1;EC50;'=';10.0;nM;8.00;;;UO_0000065;15.28;0.28;3.31;6.74;0;CHEMBL4739817;Inhibition of recombinant DYRK1A (unknown origin) using Ser/Thr 18 peptide as substrate incubated for 1 hr in presence of ATP by FRET assay;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL2292;Dual-specificity tyrosine-phosphorylation regulated kinase 1A;Homo sapiens;SINGLE PROTEIN;CHEMBL4739717;38;Patent Bioactivity Data;;;None;TIME = 1.0 hr
CHEMBL4749506;;0;535.66;1;4.83;483;CN1CCN(c2nccc3[nH]c(-c4n[nH]c5cnc(-c6cncc(NC(=O)C7CCCCC7)c6)cc45)cc23)CC1;EC50;'=';3.0;nM;8.52;;;UO_0000065;15.91;0.29;3.69;7.18;0;CHEMBL4739817;Inhibition of recombinant DYRK1A (unknown origin) using Ser/Thr 18 peptide as substrate incubated for 1 hr in presence of ATP by FRET assay;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL2292;Dual-specificity tyrosine-phosphorylation regulated kinase 1A;Homo sapiens;SINGLE PROTEIN;CHEMBL4739717;38;Patent Bioactivity Data;;;None;TIME = 1.0 hr
